manufacturer,model,year,transmission,mileage,fuelType,mpg,engineSize,price
Toyota, Yaris,2017,Automatic,22206,Hybrid,78.0,1.5,13490
Toyota, Yaris,2017,Manual,21689,Petrol,55.0,1.3,9490
Toyota, Yaris,2017,Manual,25296,Petrol,58.9,1.5,9990
Toyota, Yaris,2019,Manual,5361,Petrol,47.9,1.5,12990
Toyota, Yaris,2018,Manual,11446,Petrol,56.5,1.5,11290
Toyota, Yaris,2018,Manual,8138,Petrol,47.1,1.5,11290
Toyota, Yaris,2018,Manual,8116,Petrol,48.7,1.0,9790
Toyota, Yaris,2017,Automatic,18613,Hybrid,86.0,1.5,11790
Toyota, Yaris,2017,Manual,31154,Petrol,58.0,1.3,8490
Toyota, Yaris,2017,Automatic,14108,Hybrid,78.0,1.5,13290
Toyota, Yaris,2017,Automatic,49731,Hybrid,78.0,1.5,11490
Toyota, Yaris,2016,Automatic,9612,Hybrid,78.0,1.5,12990
Toyota, Yaris,2019,Manual,1069,Petrol,47.9,1.5,13495
Toyota, Yaris,2017,Automatic,31783,Hybrid,78.0,1.5,12790
Toyota, Yaris,2017,Manual,19957,Petrol,55.0,1.3,9790
Toyota, Yaris,2018,Manual,14678,Petrol,58.9,1.5,11790
Toyota, Yaris,2019,Manual,9,Petrol,47.1,1.5,12690
Toyota, Yaris,2017,Manual,22148,Petrol,58.0,1.3,8995
Toyota, Yaris,2016,Automatic,18525,Hybrid,86.0,1.5,11490
Toyota, Yaris,2019,Manual,9,Petrol,47.9,1.5,12690
Toyota, Yaris,2019,Manual,12222,Petrol,47.9,1.5,11995
Toyota, Yaris,2019,Manual,11107,Petrol,47.9,1.5,11995
Toyota, Yaris,2018,Manual,35768,Petrol,47.1,1.5,10290
Toyota, Yaris,2015,Manual,32621,Petrol,55.0,1.3,7990
Toyota, Yaris,2015,Automatic,36059,Hybrid,78.0,1.5,11990
Toyota, Yaris,2019,Manual,10105,Petrol,47.9,1.5,11995
Toyota, Yaris,2019,Manual,5693,Petrol,47.9,1.5,13995
Toyota, Yaris,2018,Manual,5973,Petrol,58.9,1.5,11295
Toyota, Yaris,2019,Automatic,3180,Petrol,47.9,1.5,13690
Toyota, Yaris,2018,Manual,9363,Petrol,58.9,1.5,10490
Toyota, Yaris,2018,Manual,14249,Petrol,58.9,1.5,11295
Toyota, Yaris,2018,Manual,16300,Petrol,58.9,1.5,9995
Toyota, Yaris,2019,Manual,10596,Petrol,47.9,1.5,11995
Toyota, Yaris,2018,Manual,12006,Petrol,58.9,1.5,10995
Toyota, Yaris,2019,Manual,9119,Petrol,47.9,1.5,11990
Toyota, Yaris,2017,Manual,20860,Petrol,55.0,1.3,9995
Toyota, Yaris,2015,Automatic,43621,Hybrid,86.0,1.5,10495
Toyota, Yaris,2014,Automatic,28783,Hybrid,80.7,1.5,10695
Toyota, Yaris,2017,Automatic,23068,Hybrid,76.3,1.5,11995
Toyota, Yaris,2018,Manual,14970,Petrol,56.5,1.5,10895
Toyota, Yaris,2018,Manual,13839,Petrol,56.5,1.5,10995
Toyota, Yaris,2019,Manual,9032,Petrol,47.9,1.5,11990
Toyota, Yaris,2017,Manual,12418,Petrol,56.5,1.5,10995
Toyota, Yaris,2017,Automatic,30107,Petrol,58.0,1.3,10391
Toyota, Yaris,2019,Manual,8865,Petrol,47.9,1.5,11990
Toyota, Yaris,2019,Manual,4835,Petrol,47.9,1.5,13490
Toyota, Yaris,2019,Automatic,5176,Petrol,47.9,1.5,13495
Toyota, Yaris,2019,Manual,5548,Petrol,47.9,1.5,13995
Toyota, Yaris,2018,Manual,9314,Petrol,56.5,1.5,10995
Toyota, Yaris,2017,Manual,11880,Petrol,58.9,1.5,9995
Toyota, Yaris,2019,Manual,3391,Petrol,47.9,1.5,12790
Toyota, Yaris,2016,Manual,46722,Petrol,66.0,1.0,7490
Toyota, Yaris,2018,Manual,5644,Hybrid,67.3,1.5,14290
Toyota, Yaris,2018,Manual,29694,Petrol,58.9,1.5,8995
Toyota, Yaris,2017,Manual,16823,Petrol,58.9,1.5,8998
Toyota, Yaris,2018,Manual,32081,Petrol,58.9,1.5,8498
Toyota, Yaris,2014,Manual,33289,Petrol,52.3,1.3,6498
Toyota, Yaris,2015,Automatic,29852,Hybrid,78.0,1.5,10490
Toyota, Yaris,2019,Manual,6285,Petrol,47.9,1.5,12495
Toyota, Yaris,2017,Manual,35586,Petrol,58.0,1.3,7850
Toyota, Yaris,2016,Automatic,28110,Hybrid,86.0,1.5,11290
Toyota, Yaris,2017,Automatic,3417,Petrol,58.0,1.3,10970
Toyota, Yaris,2019,Automatic,7106,Hybrid,76.3,1.5,12985
Toyota, Yaris,2015,Automatic,43335,Hybrid,78.0,1.5,9898
Toyota, Yaris,2015,Automatic,27483,Hybrid,78.0,1.5,11395
Toyota, Yaris,2016,Manual,25826,Petrol,55.0,1.3,8999
Toyota, Yaris,2014,Automatic,29090,Hybrid,76.3,1.5,10495
Toyota, Yaris,2018,Automatic,2764,Petrol,60.1,1.5,12995
Toyota, Yaris,2019,Manual,12314,Petrol,47.9,1.5,11990
Toyota, Yaris,2019,Manual,11500,Petrol,47.9,1.5,11990
Toyota, Yaris,2019,Manual,1983,Petrol,47.9,1.5,11990
Toyota, Yaris,2019,Manual,8156,Petrol,47.9,1.5,10995
Toyota, Yaris,2018,Manual,7400,Petrol,56.5,1.5,11495
Toyota, Yaris,2017,Manual,22736,Petrol,55.0,1.3,9480
Toyota, Yaris,2016,Automatic,14214,Hybrid,86.0,1.5,11990
Toyota, Yaris,2017,Manual,17152,Petrol,55.0,1.3,9990
Toyota, Yaris,2017,Manual,26000,Petrol,58.9,1.5,9290
Toyota, Yaris,2018,Automatic,14000,Hybrid,76.3,1.5,12490
Toyota, Yaris,2017,Manual,5775,Petrol,55.0,1.3,11290
Toyota, Yaris,2017,Manual,33199,Petrol,55.0,1.3,9990
Toyota, Yaris,2019,Automatic,4117,Hybrid,67.3,1.5,16995
Toyota, Yaris,2018,Manual,13996,Petrol,58.9,1.5,10190
Toyota, Yaris,2017,Manual,29456,Petrol,56.5,1.5,9490
Toyota, Yaris,2018,Manual,9446,Hybrid,67.3,1.5,12890
Toyota, Yaris,2018,Manual,22421,Petrol,47.1,1.5,10995
Toyota, Yaris,2016,Manual,23965,Petrol,55.0,1.3,9295
Toyota, Yaris,2018,Manual,17196,Petrol,58.9,1.5,10495
Toyota, Yaris,2017,Manual,24114,Petrol,55.0,1.3,9795
Toyota, Yaris,2016,Automatic,39133,Hybrid,86.0,1.5,10995
Toyota, Yaris,2016,Manual,14875,Petrol,55.0,1.3,8680
Toyota, Yaris,2018,Manual,14001,Petrol,58.9,1.5,11195
Toyota, Yaris,2016,Automatic,19114,Hybrid,78.5,1.5,13295
Toyota, Yaris,2016,Automatic,41193,Hybrid,86.0,1.5,9995
Toyota, Yaris,2018,Manual,12714,Petrol,65.7,1.0,9680
Toyota, Yaris,2018,Automatic,17303,Hybrid,76.3,1.5,12990
Toyota, Yaris,2017,Manual,17447,Petrol,58.0,1.3,9695
Toyota, Yaris,2018,Manual,16447,Petrol,47.1,1.5,10995
Toyota, Yaris,2017,Manual,24117,Petrol,55.0,1.3,9995
Toyota, Yaris,2018,Manual,12010,Petrol,47.1,1.5,12295
Toyota, Yaris,2019,Manual,2119,Petrol,47.9,1.5,14995
Toyota, Yaris,2017,Automatic,2441,Hybrid,67.3,1.5,14295
Toyota, Yaris,2017,Automatic,7292,Hybrid,86.0,1.5,12995
Toyota, Yaris,2018,Manual,13114,Petrol,58.9,1.5,9995
Toyota, Yaris,2018,Manual,25414,Petrol,58.9,1.5,9995
Toyota, Yaris,2013,Automatic,45558,Hybrid,76.3,1.5,9995
Toyota, Yaris,2018,Automatic,9114,Hybrid,76.3,1.5,13995
Toyota, Yaris,2016,Manual,31881,Petrol,55.0,1.3,9995
Toyota, Yaris,2018,Manual,28445,Petrol,65.7,1.0,9295
Toyota, Yaris,2017,Automatic,3187,Petrol,58.0,1.3,11295
Toyota, Yaris,2017,Manual,17356,Petrol,58.0,1.3,9495
Toyota, Yaris,2016,Manual,48117,Petrol,55.0,1.3,8295
Toyota, Yaris,2017,Automatic,32994,Petrol,55.0,1.3,10395
Toyota, Yaris,2018,Automatic,2080,Hybrid,76.3,1.5,14095
Toyota, Yaris,2017,Manual,9397,Petrol,58.0,1.3,9595
Toyota, Yaris,2017,Manual,10525,Petrol,58.9,1.5,10295
Toyota, Yaris,2017,Manual,15699,Petrol,58.0,1.3,9195
Toyota, Yaris,2015,Automatic,76517,Hybrid,78.0,1.5,8225
Toyota, Yaris,2017,Manual,22247,Petrol,58.9,1.5,9795
Toyota, Yaris,2017,Manual,8044,Petrol,56.5,1.5,10595
Toyota, Yaris,2017,Automatic,41558,Petrol,60.1,1.5,10095
Toyota, Yaris,2019,Manual,5,Petrol,47.9,1.5,11995
Toyota, Yaris,2019,Manual,2340,Petrol,47.9,1.5,11998
Toyota, Yaris,2016,Manual,25441,Petrol,55.0,1.3,9795
Toyota, Yaris,2018,Manual,26468,Petrol,58.9,1.5,9295
Toyota, Yaris,2015,Automatic,32883,Hybrid,78.0,1.5,10295
Toyota, Yaris,2019,Automatic,5942,Petrol,47.9,1.5,13795
Toyota, Yaris,2017,Automatic,25354,Hybrid,78.0,1.5,12998
Toyota, Yaris,2018,Manual,32315,Petrol,58.9,1.5,9498
Toyota, Yaris,2015,Manual,13003,Petrol,58.0,1.3,8498
Toyota, Yaris,2019,Manual,9911,Petrol,47.9,1.5,11998
Toyota, Yaris,2017,Manual,36342,Petrol,58.9,1.5,8495
Toyota, Yaris,2017,Manual,45500,Petrol,58.9,1.5,8795
Toyota, Yaris,2017,Manual,25108,Petrol,58.0,1.3,8695
Toyota, Yaris,2019,Automatic,9133,Petrol,47.9,1.5,12498
Toyota, Yaris,2017,Automatic,18803,Hybrid,86.0,1.5,12498
Toyota, Yaris,2018,Manual,5771,Petrol,47.1,1.5,11799
Toyota, Yaris,2018,Manual,10294,Petrol,58.9,1.5,10998
Toyota, Yaris,2017,Manual,32887,Petrol,65.7,1.0,8795
Toyota, Yaris,2017,Automatic,10114,Hybrid,76.3,1.5,13195
Toyota, Yaris,2019,Manual,8355,Petrol,47.9,1.5,11998
Toyota, Yaris,2019,Manual,8029,Petrol,47.9,1.5,11998
Toyota, Yaris,2013,Manual,36331,Petrol,51.4,1.3,6050
Toyota, Yaris,2015,Automatic,21689,Hybrid,78.0,1.5,10498
Toyota, Yaris,2017,Manual,63978,Petrol,56.5,1.5,7998
Toyota, Yaris,2016,Automatic,32956,Hybrid,86.0,1.5,10590
Toyota, Yaris,2016,Automatic,16604,Hybrid,78.0,1.5,12795
Toyota, Yaris,2015,Automatic,50714,Hybrid,78.0,1.5,9998
Toyota, Yaris,2019,Manual,150,Petrol,47.9,1.5,13495
Toyota, Yaris,2019,Manual,8600,Petrol,47.9,1.5,12995
Toyota, Yaris,2019,Manual,7000,Petrol,47.9,1.5,12995
Toyota, Yaris,2019,Manual,12000,Petrol,47.9,1.5,12995
Toyota, Yaris,2019,Manual,8951,Petrol,47.9,1.5,12995
Toyota, Yaris,2019,Manual,12568,Petrol,47.9,1.5,11995
Toyota, Yaris,2019,Manual,7500,Petrol,47.9,1.5,11995
Toyota, Yaris,2017,Manual,11500,Petrol,58.0,1.3,9995
Toyota, Yaris,2018,Manual,7538,Petrol,58.9,1.5,11995
Toyota, Yaris,2019,Manual,4500,Petrol,47.9,1.5,16495
Toyota, Yaris,2017,Manual,3800,Petrol,66.0,1.0,9995
Toyota, Yaris,2020,Manual,25,Petrol,47.9,1.5,14495
Toyota, Yaris,2019,Manual,25,Petrol,47.9,1.5,13895
Toyota, Yaris,2018,Manual,12689,Petrol,47.1,1.5,11295
Toyota, Yaris,2019,Manual,4344,Petrol,47.9,1.5,12495
Toyota, Yaris,2019,Manual,3816,Petrol,47.9,1.5,12995
Toyota, Yaris,2015,Automatic,19987,Hybrid,78.0,1.5,11995
Toyota, Yaris,2019,Manual,8559,Petrol,47.9,1.5,11595
Toyota, Yaris,2020,Manual,25,Petrol,47.9,1.5,14769
Toyota, Yaris,2020,Manual,25,Petrol,47.9,1.5,14769
Toyota, Yaris,2020,Automatic,1133,Petrol,47.9,1.5,18908
Toyota, Yaris,2019,Manual,11849,Petrol,47.9,1.5,11895
Toyota, Yaris,2017,Automatic,49682,Hybrid,78.0,1.5,11495
Toyota, Yaris,2013,Manual,39675,Petrol,51.4,1.3,5750
Toyota, Yaris,2014,Manual,70020,Petrol,52.3,1.3,5390
Toyota, Yaris,2013,Manual,41000,Petrol,51.4,1.3,5999
Toyota, Yaris,2016,Automatic,27490,Hybrid,86.0,1.5,11695
Toyota, Yaris,2019,Automatic,6173,Hybrid,76.3,1.5,14995
Toyota, Yaris,2018,Automatic,10099,Hybrid,76.3,1.5,14995
Toyota, Yaris,2017,Manual,22414,Petrol,58.0,1.3,9495
Toyota, Yaris,2017,Manual,28904,Petrol,58.0,1.3,8995
Toyota, Yaris,2019,Manual,1971,Petrol,47.9,1.5,13495
Toyota, Yaris,2017,Manual,22627,Petrol,58.0,1.3,9295
Toyota, Yaris,2018,Automatic,9078,Hybrid,76.3,1.5,14795
Toyota, Yaris,2018,Manual,7513,Petrol,47.1,1.5,11295
Toyota, Yaris,2017,Automatic,17250,Petrol,60.1,1.5,12495
Toyota, Yaris,2015,Manual,22362,Petrol,55.0,1.3,8495
Toyota, Yaris,2015,Manual,36405,Petrol,58.0,1.3,6599
Toyota, Yaris,2019,Manual,11596,Petrol,47.9,1.5,12495
Toyota, Yaris,2015,Manual,36076,Petrol,66.0,1.0,7495
Toyota, Yaris,2017,Automatic,51032,Petrol,58.0,1.3,8995
Toyota, Yaris,2015,Automatic,19000,Hybrid,78.0,1.5,10995
Toyota, Yaris,2018,Manual,17532,Petrol,56.5,1.5,9995
Toyota, Yaris,2017,Automatic,23663,Hybrid,86.0,1.5,11998
Toyota, Yaris,2016,Automatic,26920,Hybrid,86.0,1.5,11998
Toyota, Yaris,2017,Manual,20511,Petrol,56.5,1.5,10195
Toyota, Yaris,2017,Automatic,5100,Petrol,60.1,1.5,11899
Toyota, Yaris,2019,Manual,3491,Petrol,47.9,1.5,12995
Toyota, Yaris,2017,Automatic,25418,Petrol,60.1,1.5,10360
Toyota, Yaris,2014,Semi-Auto,22695,Petrol,55.4,1.3,8990
Toyota, Yaris,2014,Semi-Auto,17930,Petrol,55.4,1.3,8990
Toyota, Yaris,2013,Manual,45000,Petrol,51.4,1.3,5791
Toyota, Yaris,2015,Automatic,23628,Hybrid,78.0,1.5,11290
Toyota, Yaris,2018,Automatic,9835,Hybrid,76.3,1.5,13260
Toyota, Yaris,2017,Automatic,17954,Hybrid,76.3,1.5,11991
Toyota, Yaris,2016,Manual,19615,Petrol,55.0,1.3,9591
Toyota, Yaris,2017,Manual,15603,Petrol,58.9,1.5,9500
Toyota, Yaris,2016,Manual,33101,Petrol,58.0,1.3,7800
Toyota, Yaris,2016,Automatic,22000,Hybrid,86.0,1.5,11495
Toyota, Yaris,2019,Manual,9900,Petrol,49.6,1.0,9999
Toyota, Yaris,2017,Automatic,19588,Hybrid,76.3,1.5,11999
Toyota, Yaris,2018,Manual,16806,Petrol,58.9,1.5,9900
Toyota, Yaris,2020,Automatic,2,Petrol,47.9,1.5,14990
Toyota, Yaris,2019,Automatic,981,Petrol,47.9,1.5,17000
Toyota, Yaris,2019,Automatic,10582,Hybrid,76.3,1.5,14275
Toyota, Yaris,2020,Automatic,10,Petrol,47.9,1.5,14990
Toyota, Yaris,2017,Manual,31413,Petrol,58.9,1.5,9600
Toyota, Yaris,2018,Manual,25000,Petrol,47.1,1.5,11495
Toyota, Yaris,2016,Automatic,35562,Petrol,55.0,1.3,8990
Toyota, Yaris,2014,Manual,39206,Petrol,58.0,1.3,6540
Toyota, Yaris,2015,Automatic,26710,Hybrid,86.0,1.5,9880
Toyota, Yaris,2017,Manual,15300,Petrol,58.9,1.5,9695
Toyota, Yaris,2016,Manual,40706,Petrol,58.0,1.3,6999
Toyota, Yaris,2017,Manual,22549,Petrol,58.9,1.5,9500
Toyota, Yaris,2018,Manual,19527,Petrol,58.9,1.5,9960
Toyota, Yaris,2019,Manual,3456,Petrol,47.9,1.5,13500
Toyota, Yaris,2018,Manual,13524,Petrol,47.1,1.5,9765
Toyota, Yaris,2017,Automatic,9589,Petrol,60.1,1.5,10999
Toyota, Yaris,2013,Manual,35904,Petrol,51.4,1.3,6694
Toyota, Yaris,2019,Manual,1237,Petrol,47.9,1.5,10950
Toyota, Yaris,2013,Automatic,70000,Hybrid,76.3,1.5,7495
Toyota, Yaris,2018,Automatic,8900,Hybrid,76.3,1.5,13790
Toyota, Yaris,2015,Automatic,12458,Petrol,58.0,1.3,9495
Toyota, Yaris,2014,Manual,58499,Petrol,52.3,1.3,6995
Toyota, Yaris,2018,Manual,8109,Petrol,47.1,1.5,11000
Toyota, Yaris,2019,Manual,1769,Petrol,47.9,1.5,11990
Toyota, Yaris,2014,Manual,28736,Petrol,58.0,1.3,7395
Toyota, Yaris,2015,Automatic,44415,Hybrid,78.0,1.5,9695
Toyota, Yaris,2013,Automatic,54473,Hybrid,80.7,1.5,8298
Toyota, Yaris,2016,Manual,38567,Petrol,58.0,1.3,7449
Toyota, Yaris,2017,Manual,15929,Petrol,55.0,1.3,10290
Toyota, Yaris,2018,Manual,14964,Petrol,58.9,1.5,10890
Toyota, Yaris,2020,Manual,2114,Petrol,47.9,1.5,13990
Toyota, Yaris,2018,Manual,14022,Petrol,47.1,1.5,11000
Toyota, Yaris,2015,Manual,44052,Petrol,55.0,1.3,7298
Toyota, Yaris,2019,Manual,5336,Petrol,47.9,1.5,11498
Toyota, Yaris,2018,Manual,70167,Petrol,58.9,1.5,7600
Toyota, Yaris,2019,Manual,2557,Petrol,47.9,1.5,12990
Toyota, Yaris,2013,Manual,29894,Petrol,58.9,1.0,5690
Toyota, Yaris,2017,Manual,31413,Petrol,58.9,1.5,9150
Toyota, Yaris,2017,Automatic,7962,Hybrid,86.0,1.5,14500
Toyota, Yaris,2017,Automatic,24198,Hybrid,78.0,1.5,14000
Toyota, Yaris,2014,Manual,24379,Petrol,55.0,1.3,7449
Toyota, Yaris,2016,Automatic,20675,Hybrid,86.0,1.5,11498
Toyota, Yaris,2016,Automatic,23058,Hybrid,86.0,1.5,11698
Toyota, Yaris,2017,Manual,25775,Petrol,58.0,1.3,8298
Toyota, Yaris,2017,Automatic,49039,Hybrid,76.3,1.5,11300
Toyota, Yaris,2017,Automatic,10236,Hybrid,86.0,1.5,13800
Toyota, Yaris,2013,Manual,53000,Petrol,51.4,1.3,5499
Toyota, Yaris,2018,Manual,9012,Petrol,56.5,1.5,9999
Toyota, Yaris,2018,Manual,6432,Petrol,58.9,1.5,10499
Toyota, Yaris,2014,Automatic,47511,Hybrid,80.7,1.5,9387
Toyota, Yaris,2016,Manual,21020,Petrol,58.0,1.3,7970
Toyota, Yaris,2016,Manual,21056,Petrol,55.0,1.3,8599
Toyota, Yaris,2015,Automatic,58856,Hybrid,78.0,1.5,10600
Toyota, Yaris,2015,Automatic,28604,Petrol,58.0,1.3,8700
Toyota, Yaris,2015,Manual,33673,Petrol,58.0,1.3,6390
Toyota, Yaris,2013,Manual,42741,Petrol,51.4,1.3,5998
Toyota, Yaris,2019,Manual,2796,Petrol,47.9,1.5,13102
Toyota, Yaris,2013,Manual,60020,Petrol,58.9,1.0,4495
Toyota, Yaris,2017,Manual,18569,Petrol,58.0,1.3,8995
Toyota, Yaris,2016,Manual,14704,Petrol,58.0,1.3,8995
Toyota, Yaris,2019,Manual,5408,Petrol,47.9,1.5,12290
Toyota, Yaris,2019,Manual,6365,Petrol,47.9,1.5,11661
Toyota, Yaris,2019,Manual,4773,Petrol,47.9,1.5,12329
Toyota, Yaris,2019,Manual,6165,Petrol,47.9,1.5,12245
Toyota, Yaris,2019,Manual,5254,Petrol,47.9,1.5,12771
Toyota, Yaris,2019,Manual,6766,Petrol,47.9,1.5,10300
Toyota, Yaris,2019,Manual,3819,Petrol,47.9,1.5,12476
Toyota, Yaris,2017,Automatic,15441,Petrol,60.1,1.5,10981
Toyota, Yaris,2019,Automatic,6986,Hybrid,76.3,1.5,13690
Toyota, Yaris,2017,Automatic,28993,Petrol,58.0,1.3,10612
Toyota, Yaris,2016,Automatic,25683,Hybrid,78.0,1.5,11284
Toyota, Yaris,2019,Manual,5088,Petrol,47.9,1.5,12058
Toyota, Yaris,2019,Manual,5607,Petrol,47.9,1.5,10300
Toyota, Yaris,2018,Manual,8461,Petrol,58.9,1.5,10460
Toyota, Yaris,2018,Manual,18848,Petrol,58.9,1.5,9940
Toyota, Yaris,2019,Manual,4967,Petrol,47.9,1.5,11923
Toyota, Yaris,2017,Automatic,2563,Hybrid,86.0,1.5,13256
Toyota, Yaris,2019,Automatic,3768,Hybrid,76.3,1.5,13810
Toyota, Yaris,2019,Automatic,7161,Hybrid,76.3,1.5,13640
Toyota, Yaris,2019,Automatic,7011,Hybrid,76.3,1.5,13690
Toyota, Yaris,2019,Automatic,6026,Hybrid,76.3,1.5,13690
Toyota, Yaris,2019,Automatic,2326,Hybrid,76.3,1.5,13850
Toyota, Yaris,2018,Manual,79032,Petrol,56.5,1.5,10298
Toyota, Yaris,2017,Automatic,7768,Hybrid,76.3,1.5,12998
Toyota, Yaris,2015,Manual,25132,Petrol,66.0,1.0,7392
Toyota, Yaris,2017,Manual,29271,Petrol,58.0,1.3,8499
Toyota, Yaris,2019,Manual,4689,Petrol,47.9,1.5,12863
Toyota, Yaris,2019,Manual,3900,Petrol,47.9,1.5,12933
Toyota, Yaris,2015,Manual,34934,Petrol,58.0,1.3,7051
Toyota, Yaris,2019,Manual,3986,Petrol,47.9,1.5,12436
Toyota, Yaris,2019,Manual,4034,Petrol,47.9,1.5,12436
Toyota, Yaris,2013,Manual,39869,Petrol,51.4,1.3,6191
Toyota, Yaris,2014,Manual,25324,Petrol,51.4,1.3,7191
Toyota, Yaris,2019,Manual,6772,Petrol,47.9,1.5,11892
Toyota, Yaris,2017,Automatic,50556,Hybrid,86.0,1.5,10732
Toyota, Yaris,2018,Automatic,27722,Petrol,60.1,1.5,10992
Toyota, Yaris,2018,Automatic,16000,Hybrid,76.3,1.5,13422
Toyota, Yaris,2016,Manual,23615,Petrol,58.0,1.3,8490
Toyota, Yaris,2013,Automatic,41480,Hybrid,80.7,1.5,8592
Toyota, Yaris,2019,Manual,18325,Petrol,47.9,1.5,10512
Toyota, Yaris,2019,Manual,5069,Petrol,47.9,1.5,11330
Toyota, Yaris,2017,Automatic,11299,Hybrid,86.0,1.5,12000
Toyota, Yaris,2018,Manual,6000,Petrol,58.9,1.5,10991
Toyota, Yaris,2019,Manual,6065,Petrol,47.9,1.5,11280
Toyota, Yaris,2019,Manual,5395,Petrol,47.9,1.5,11992
Toyota, Yaris,2019,Manual,3797,Petrol,47.9,1.5,11330
Toyota, Yaris,2018,Manual,14606,Petrol,56.5,1.5,10992
Toyota, Yaris,2019,Manual,7403,Petrol,47.9,1.5,12252
Toyota, Yaris,2016,Automatic,17412,Hybrid,78.0,1.5,12750
Toyota, Yaris,2013,Manual,52454,Petrol,58.9,1.0,5250
Toyota, Yaris,2015,Manual,41652,Petrol,58.0,1.3,7000
Toyota, Yaris,2020,Manual,3836,Petrol,47.9,1.5,14991
Toyota, Yaris,2018,Manual,11231,Petrol,58.9,1.5,11171
Toyota, Yaris,2019,Manual,5800,Petrol,47.9,1.5,12803
Toyota, Yaris,2019,Manual,3693,Petrol,47.9,1.5,12933
Toyota, Yaris,2017,Automatic,30987,Hybrid,86.0,1.5,11698
Toyota, Yaris,2014,Manual,3851,Petrol,52.3,1.3,7495
Toyota, Yaris,2016,Manual,44214,Petrol,58.0,1.3,7995
Toyota, Yaris,2017,Automatic,24499,Petrol,60.1,1.5,10975
Toyota, Yaris,2017,Manual,25000,Petrol,56.5,1.5,9169
Toyota, Yaris,2019,Manual,3902,Petrol,47.9,1.5,11986
Toyota, Yaris,2019,Manual,4604,Petrol,47.9,1.5,12239
Toyota, Yaris,2019,Manual,8065,Petrol,47.9,1.5,11895
Toyota, Yaris,2017,Manual,9480,Petrol,55.0,1.3,10498
Toyota, Yaris,2019,Manual,2761,Petrol,47.9,1.5,12096
Toyota, Yaris,2019,Manual,5937,Petrol,47.9,1.5,13192
Toyota, Yaris,2018,Manual,15436,Petrol,56.5,1.5,11494
Toyota, Yaris,2018,Manual,27365,Petrol,58.9,1.5,10291
Toyota, Yaris,2019,Manual,5797,Petrol,47.9,1.5,12022
Toyota, Yaris,2019,Manual,3711,Petrol,47.9,1.5,12933
Toyota, Yaris,2019,Manual,2812,Petrol,47.9,1.5,13102
Toyota, Yaris,2019,Automatic,6525,Hybrid,76.3,1.5,13810
Toyota, Yaris,2015,Automatic,34727,Hybrid,78.0,1.5,10493
Toyota, Yaris,2019,Manual,604,Petrol,47.9,1.5,13191
Toyota, Yaris,2019,Manual,2286,Petrol,47.9,1.5,10920
Toyota, Yaris,2017,Automatic,5938,Petrol,58.0,1.3,11695
Toyota, Yaris,2019,Manual,10181,Petrol,47.9,1.5,12295
Toyota, Yaris,2017,Manual,12860,Petrol,56.5,1.5,11495
Toyota, Yaris,2016,Automatic,16333,Hybrid,78.0,1.5,11677
Toyota, Yaris,2017,Manual,6692,Petrol,55.0,1.3,10498
Toyota, Yaris,2017,Manual,21692,Petrol,58.0,1.3,8888
Toyota, Yaris,2019,Manual,3942,Petrol,47.9,1.5,12495
Toyota, Yaris,2017,Manual,11455,Petrol,58.0,1.3,10495
Toyota, Yaris,2018,Automatic,2696,Petrol,60.1,1.5,13245
Toyota, Yaris,2016,Manual,11433,Petrol,58.0,1.3,8993
Toyota, Yaris,2016,Manual,7380,Petrol,55.0,1.3,9898
Toyota, Yaris,2017,Manual,28977,Petrol,55.0,1.3,9491
Toyota, Yaris,2016,Manual,20305,Petrol,58.0,1.3,8995
Toyota, Yaris,2019,Manual,1225,Petrol,47.9,1.5,16995
Toyota, Yaris,2018,Manual,35657,Petrol,58.9,1.5,9795
Toyota, Yaris,2018,Manual,9245,Petrol,47.1,1.5,11250
Toyota, Yaris,2018,Automatic,15413,Petrol,60.1,1.5,13499
Toyota, Yaris,2016,Automatic,14107,Hybrid,78.5,1.5,13950
Toyota, Yaris,2013,Automatic,32649,Hybrid,76.3,1.5,9995
Toyota, Yaris,2016,Manual,18505,Petrol,55.0,1.3,9999
Toyota, Yaris,2013,Automatic,47151,Hybrid,76.3,1.5,8999
Toyota, Yaris,2018,Manual,35754,Petrol,58.9,1.5,10499
Toyota, Yaris,2015,Manual,43455,Petrol,58.0,1.3,7750
Toyota, Yaris,2017,Manual,34500,Petrol,58.9,1.5,10000
Toyota, Yaris,2017,Automatic,25575,Hybrid,78.0,1.5,14500
Toyota, Yaris,2015,Manual,30421,Petrol,55.0,1.3,7920
Toyota, Yaris,2017,Manual,15717,Petrol,58.9,1.5,9999
Toyota, Yaris,2015,Manual,16696,Petrol,58.0,1.3,8499
Toyota, Yaris,2016,Automatic,29984,Petrol,55.0,1.3,10999
Toyota, Yaris,2013,Semi-Auto,19220,Petrol,53.3,1.3,7499
Toyota, Yaris,2016,Manual,4000,Petrol,58.0,1.3,8250
Toyota, Yaris,2013,Manual,46200,Petrol,52.3,1.3,5840
Toyota, Yaris,2013,Manual,33040,Petrol,52.3,1.3,6420
Toyota, Yaris,2016,Manual,17500,Petrol,58.0,1.3,8795
Toyota, Yaris,2015,Automatic,69775,Hybrid,78.0,1.5,8999
Toyota, Yaris,2017,Automatic,8770,Hybrid,76.3,1.5,12998
Toyota, Yaris,2015,Manual,28023,Petrol,55.0,1.3,7780
Toyota, Yaris,2015,Automatic,36000,Hybrid,86.0,1.5,9995
